date;payload;connector;port;fcnt;missingFcnt;rssi;esp;sf;frequency;snr;signalLevel;gatewayCnt;location;locationAccuracy;group;tags;extra;value;value.payload
"2023-07-06T12:46:21+02:00";"00c00292128c002d99c918";"lora";"1";"100";;"-114";"-124.41";"12";"865.5";"-10";"3";"3";;;"/Jellyfish";;"{}";"{""payload"":""00c00292128c002d99c918""}";"00c00292128c002d99c918"
"2023-07-06T12:44:35+02:00";"00c002920b68002dae3c3b";"lora";"1";"99";;"-112";"-132.04";"12";"868.3";"-20";"1";"1";;;"/Jellyfish";;"{}";"{""payload"":""00c002920b68002dae3c3b""}";"00c002920b68002dae3c3b"
"2023-07-06T12:42:26+02:00";"00c102920940002db2ce17";"lora";"1";"98";"2";"-114";"-128.17";"12";"867.1";"-14";"2";"1";"43.043682,2.876987";"5001";"/Jellyfish";;"{}";"{""payload"":""00c102920940002db2ce17""}";"00c102920940002db2ce17"
"2023-07-06T12:36:28+02:00";"00c00291e910002dcf5817";"lora";"1";"95";;"-113";"-119.19";"12";"868.5";"-5";"4";"1";;;"/Jellyfish";;"{}";"{""payload"":""00c00291e910002dcf5817""}";"00c00291e910002dcf5817"
"2023-07-06T12:34:15+02:00";"00c00291c9a8002df3900d";"lora";"1";"94";;"-113";"-118.46";"12";"865.3";"-4";"4";"4";"43.043724,2.877573";"5001";"/Jellyfish";;"{}";"{""payload"":""00c00291c9a8002df3900d""}";"00c00291c9a8002df3900d"
"2023-07-06T12:32:22+02:00";"00c10291c5a4002dfaf308";"lora";"1";"93";;"-114";"-126.27";"12";"868.1";"-12";"2";"3";"43.04382,2.878759";"5001.5";"/Jellyfish";;"{}";"{""payload"":""00c10291c5a4002dfaf308""}";"00c10291c5a4002dfaf308"
"2023-07-06T12:30:21+02:00";"00c00291c264002e00e514";"lora";"1";"92";;"-110";"-119.51";"12";"866.3";"-9";"3";"3";;;"/Jellyfish";;"{}";"{""payload"":""00c00291c264002e00e514""}";"00c00291c264002e00e514"
"2023-07-06T12:28:15+02:00";"00c10291cd4c002de75215";"lora";"1";"91";;"-114";"-125.33";"12";"868.5";"-11";"2";"2";;;"/Jellyfish";;"{}";"{""payload"":""00c10291cd4c002de75215""}";"00c10291cd4c002de75215"
"2023-07-06T12:26:26+02:00";"00c10291be58002e037f15";"lora";"1";"90";;"-112";"-116.12";"12";"867.9";"-2";"4";"3";;;"/Jellyfish";;"{}";"{""payload"":""00c10291be58002e037f15""}";"00c10291be58002e037f15"
"2023-07-06T12:24:25+02:00";"00c10291bc44002e053c18";"lora";"1";"89";;"-112";"-117.46";"12";"868.3";"-4";"4";"2";"43.043804,2.878073";"10001";"/Jellyfish";;"{}";"{""payload"":""00c10291bc44002e053c18""}";"00c10291bc44002e053c18"
"2023-07-06T12:22:27+02:00";"00c10291b9b8002e072316";"lora";"1";"88";;"-112";"-116.76";"12";"865.5";"-3";"4";"2";;;"/Jellyfish";;"{}";"{""payload"":""00c10291b9b8002e072316""}";"00c10291b9b8002e072316"
"2023-07-06T12:20:26+02:00";"00c10291b810002e095617";"lora";"1";"87";;"-113";"-119.19";"12";"868.5";"-5";"4";"2";;;"/Jellyfish";;"{}";"{""payload"":""00c10291b810002e095617""}";"00c10291b810002e095617"
"2023-07-06T12:18:26+02:00";"00c00291b6b8002e0b5b16";"lora";"1";"86";;"-114";"-126.27";"12";"866.7";"-12";"2";"3";;;"/Jellyfish";;"{}";"{""payload"":""00c00291b6b8002e0b5b16""}";"00c00291b6b8002e0b5b16"
"2023-07-06T12:16:26+02:00";"00c00291b780002e0afa15";"lora";"1";"85";;"-110";"-124.17";"12";"868.5";"-14";"2";"2";"43.043747,2.876667";"10001";"/Jellyfish";;"{}";"{""payload"":""00c00291b780002e0afa15""}";"00c00291b780002e0afa15"
"2023-07-06T12:14:25+02:00";"00c00291bd1c002e099515";"lora";"1";"84";;"-113";"-119.97";"12";"867.9";"-6";"4";"1";"43.043728,2.876181";"10000.5";"/Jellyfish";;"{}";"{""payload"":""00c00291bd1c002e099515""}";"00c00291bd1c002e099515"
"2023-07-06T12:12:34+02:00";"00c00291c17c002e09a015";"lora";"1";"83";;"-109";"-132.02";"12";"868.1";"-23";"1";"1";;;"/Jellyfish";;"{}";"{""payload"":""00c00291c17c002e09a015""}";"00c00291c17c002e09a015"
"2023-07-06T12:10:27+02:00";"00c00291bd20002e0b7217";"lora";"1";"82";;"-114";"-134.04";"12";"865.5";"-20";"1";"2";"43.042915,2.873591";"5001";"/Jellyfish";;"{}";"{""payload"":""00c00291bd20002e0b7217""}";"00c00291bd20002e0b7217"
"2023-07-06T12:08:18+02:00";"00c10291b628002e137f17";"lora";"1";"81";;"-110";"-131.03";"12";"868.3";"-21";"1";"1";"43.042885,2.873056";"5001.5";"/Jellyfish";;"{}";"{""payload"":""00c10291b628002e137f17""}";"00c10291b628002e137f17"
"2023-07-06T12:06:35+02:00";"00c00291b38c002e176943";"lora";"1";"80";;"-114";"-128.17";"12";"866.7";"-14";"2";"3";;;"/Jellyfish";;"{}";"{""payload"":""00c00291b38c002e176943""}";"00c00291b38c002e176943"
"2023-07-06T12:04:29+02:00";"00c00291b324002e183417";"lora";"1";"79";;"-114";"-129.14";"12";"868.3";"-15";"2";"1";;;"/Jellyfish";;"{}";"{""payload"":""00c00291b324002e183417""}";"00c00291b324002e183417"
"2023-07-06T12:02:31+02:00";"00c00291b2f0002e180017";"lora";"1";"78";;"-114";"-130.11";"12";"866.1";"-16";"1";"2";;;"/Jellyfish";;"{}";"{""payload"":""00c00291b2f0002e180017""}";"00c00291b2f0002e180017"
"2023-07-06T12:00:34+02:00";"00c00291b29c002e183916";"lora";"1";"77";;"-107";"-129.03";"12";"868.3";"-22";"1";"2";"43.042915,2.873591";"10001";"/Jellyfish";;"{}";"{""payload"":""00c00291b29c002e183916""}";"00c00291b29c002e183916"
"2023-07-06T11:58:26+02:00";"00c10291b264002e18a818";"lora";"1";"76";;"-114";"-130.11";"12";"866.7";"-16";"1";"2";"43.04293,2.873849";"10001";"/Jellyfish";;"{}";"{""payload"":""00c10291b264002e18a818""}";"00c10291b264002e18a818"
"2023-07-06T11:56:27+02:00";"00c10291b264002e18be16";"lora";"1";"75";;"-114";"-130.11";"12";"868.5";"-16";"1";"1";"43.042892,2.873253";"10001";"/Jellyfish";;"{}";"{""payload"":""00c10291b264002e18be16""}";"00c10291b264002e18be16"
"2023-07-06T11:54:34+02:00";"00c00291b258002e18b816";"lora";"1";"74";;"-114";"-131.09";"12";"866.1";"-17";"1";"2";;;"/Jellyfish";;"{}";"{""payload"":""00c00291b258002e18b816""}";"00c00291b258002e18b816"
"2023-07-06T11:52:27+02:00";"00c00291b24c002e18c015";"lora";"1";"73";;"-114";"-130.11";"12";"868.5";"-16";"1";"2";"43.04293,2.873874";"10001";"/Jellyfish";;"{}";"{""payload"":""00c00291b24c002e18c015""}";"00c00291b24c002e18c015"
"2023-07-06T11:50:27+02:00";"00c00291b230002e18be17";"lora";"1";"72";;"-113";"-130.09";"12";"866.3";"-17";"1";"1";;;"/Jellyfish";;"{}";"{""payload"":""00c00291b230002e18be17""}";"00c00291b230002e18be17"
"2023-07-06T11:48:33+02:00";"00c10291b224002e18b918";"lora";"1";"71";;"-114";"-129.14";"12";"868.5";"-15";"2";"1";"43.042976,2.874662";"10001";"/Jellyfish";;"{}";"{""payload"":""00c10291b224002e18b918""}";"00c10291b224002e18b918"
"2023-07-06T11:46:35+02:00";"00c10291b200002e18fa40";"lora";"1";"70";;"-115";"-134.05";"12";"867.1";"-19";"1";"2";"43.04301,2.875248";"10001";"/Jellyfish";;"{}";"{""payload"":""00c10291b200002e18fa40""}";"00c10291b200002e18fa40"
"2023-07-06T11:44:33+02:00";"00c10291b1f8002e190518";"lora";"1";"69";;"-114";"-131.09";"12";"868.5";"-17";"1";"1";;;"/Jellyfish";;"{}";"{""payload"":""00c10291b1f8002e190518""}";"00c10291b1f8002e190518"
"2023-07-06T11:42:27+02:00";"00c00291b1d0002e18dd18";"lora";"1";"68";;"-114";"-129.14";"12";"867.3";"-15";"2";"1";;;"/Jellyfish";;"{}";"{""payload"":""00c00291b1d0002e18dd18""}";"00c00291b1d0002e18dd18"
